2020-09-07 | 12:00:48.799 | restartedMain        |  INFO | c.s.s.Sprint1Application  | ID:          | Starting Sprint1Application on yeongsamnoui-MacBookPro.local with PID 1055 (/Users/yeongsamno/Desktop/com/soma/recorder/backend/sprint1/build/classes/java/main started by yeongsamno in /Users/yeongsamno/Desktop/com/soma/recorder/backend/sprint1)
        userrefres0_.user_id as user_id3_8_ 
    from
        user_refresh_token userrefres0_ 
    where
        userrefres0_.user_id=?
2020-09-07 | 16:01:06.263 | http-nio-8080-exec-3 | TRACE | o.h.t.d.sql.BasicBinder   | ID:          | binding parameter [1] as [BIGINT] - [7]
2020-09-07 | 16:01:30.327 | MessageBroker-1      |  INFO | bSocketMessageBrokerStats | ID:          | WebSocketSession[0 current WS(0)-HttpStream(0)-HttpPoll(0), 0 total, 0 closed abnormally (0 connect failure, 0 send limit, 0 transport error)], stompSubProtocol[processed CONNECT(0)-CONNECTED(0)-DISCONNECT(0)], stompBrokerRelay[null], inboundChannel[pool size = 0, active threads = 0, queued tasks = 0, completed tasks = 0], outboundChannel[pool size = 0, active threads = 0, queued tasks = 0, completed tasks = 0], sockJsScheduler[pool size = 1, active threads = 1, queued tasks = 0, completed tasks = 0]
2020-09-07 | 16:01:30.694 | http-nio-8080-exec-4 | DEBUG | org.hibernate.SQL         | ID:          | 
    select
        user0_.user_id as user_id1_9_0_,
        user0_.created_date_time as created_2_9_0_,
        user0_.updated_date_time as updated_3_9_0_,
        user0_.email as email4_9_0_,
        user0_.email_verified as email_ve5_9_0_,
        user0_.image_url as image_ur6_9_0_,
        user0_.name as name7_9_0_,
        user0_.password as password8_9_0_,
        user0_.provider as provider9_9_0_,
        user0_.provider_id as provide10_9_0_ 
    from
        users user0_ 
    where
        user0_.user_id=?
2020-09-07 | 16:01:30.694 | http-nio-8080-exec-4 | TRACE | o.h.t.d.sql.BasicBinder   | ID:          | binding parameter [1] as [BIGINT] - [7]
2020-09-07 | 16:02:09.795 | http-nio-8080-exec-6 | DEBUG | org.hibernate.SQL         | ID:          | 
    select
        user0_.user_id as user_id1_9_,
        user0_.created_date_time as created_2_9_,
        user0_.updated_date_time as updated_3_9_,
        user0_.email as email4_9_,
        user0_.email_verified as email_ve5_9_,
        user0_.image_url as image_ur6_9_,
        user0_.name as name7_9_,
        user0_.password as password8_9_,
        user0_.provider as provider9_9_,
        user0_.provider_id as provide10_9_ 
    from
        users user0_ 
    where
        user0_.provider=? 
        and user0_.provider_id=?
2020-09-07 | 16:02:09.833 | http-nio-8080-exec-6 | TRACE | o.h.t.d.sql.BasicBinder   | ID:          | binding parameter [2] as [VARCHAR] - [100252817413004287211]
2020-09-07 | 16:02:09.933 | http-nio-8080-exec-6 | DEBUG | org.hibernate.SQL         | ID:          | 
    select
        userrefres0_.user_refresh_token_id as user_ref1_8_,
        userrefres0_.refresh_token as refresh_2_8_,
        userrefres0_.user_id as user_id3_8_ 
    from
        user_refresh_token userrefres0_ 
    where
        userrefres0_.user_id=?
2020-09-07 | 16:02:09.933 | http-nio-8080-exec-6 | TRACE | o.h.t.d.sql.BasicBinder   | ID:          | binding parameter [1] as [BIGINT] - [7]
2020-09-07 | 16:02:27.622 | http-nio-8080-exec-6 | DEBUG | org.hibernate.SQL         | ID:          | 
    select
        userrefres0_.user_refresh_token_id as user_ref1_8_,
        userrefres0_.refresh_token as refresh_2_8_,
        userrefres0_.user_id as user_id3_8_ 
    from
        user_refresh_token userrefres0_ 
    where
        userrefres0_.user_id=?
2020-09-07 | 16:02:27.623 | http-nio-8080-exec-6 | TRACE | o.h.t.d.sql.BasicBinder   | ID:          | binding parameter [1] as [BIGINT] - [7]
2020-09-07 | 16:02:27.664 | http-nio-8080-exec-6 | DEBUG | org.hibernate.SQL         | ID:          | 
    select
        userrefres0_.user_refresh_token_id as user_ref1_8_,
        userrefres0_.refresh_token as refresh_2_8_,
        userrefres0_.user_id as user_id3_8_ 
    from
        user_refresh_token userrefres0_ 
    where
        userrefres0_.user_id=?
2020-09-07 | 16:02:27.665 | http-nio-8080-exec-6 | TRACE | o.h.t.d.sql.BasicBinder   | ID:          | binding parameter [1] as [BIGINT] - [7]
2020-09-07 | 16:02:30.009 | http-nio-8080-exec-6 | DEBUG | org.hibernate.SQL         | ID:          | 
    insert 
    into
        user_refresh_token
        (refresh_token, user_id) 
    values
        (?, ?)
2020-09-07 | 16:02:30.010 | http-nio-8080-exec-6 | TRACE | o.h.t.d.sql.BasicBinder   | ID:          | binding parameter [1] as [VARCHAR] - [eyJhbGciOiJIUzUxMiJ9.eyJzdWIiOiI3IiwiaWF0IjoxNTk5NDYyMTI5LCJleHAiOjE1OTk0NjIxMjl9.jgBAP8i_xgsoq-M_e_GNTgdp3Lh34soA_ei9aDWpidatnJksQ96fdA11-T124s9xS3z9q5bWy4lXQCiCVXtjDw]
2020-09-07 | 16:02:30.010 | http-nio-8080-exec-6 | TRACE | o.h.t.d.sql.BasicBinder   | ID:          | binding parameter [2] as [BIGINT] - [7]
2020-09-07 | 16:02:30.083 | http-nio-8080-exec-6 | DEBUG | org.hibernate.SQL         | ID:          | 
    select
        userrefres0_.user_refresh_token_id as user_ref1_8_,
        userrefres0_.refresh_token as refresh_2_8_,
        userrefres0_.user_id as user_id3_8_ 
    from
        user_refresh_token userrefres0_ 
    where
        userrefres0_.user_id=?
2020-09-07 | 16:02:30.083 | http-nio-8080-exec-6 | TRACE | o.h.t.d.sql.BasicBinder   | ID:          | binding parameter [1] as [BIGINT] - [7]
2020-09-07 | 16:02:50.486 | http-nio-8080-exec-6 | DEBUG | org.hibernate.SQL         | ID:          | 
    update
        user_refresh_token 
    set
        refresh_token=?,
        user_id=? 
    where
        user_refresh_token_id=?
2020-09-07 | 16:02:50.486 | http-nio-8080-exec-6 | TRACE | o.h.t.d.sql.BasicBinder   | ID:          | binding parameter [1] as [VARCHAR] - [eyJhbGciOiJIUzUxMiJ9.eyJzdWIiOiI3IiwiaWF0IjoxNTk5NDYyMTI5LCJleHAiOjE1OTk0NjIxMjl9.jgBAP8i_xgsoq-M_e_GNTgdp3Lh34soA_ei9aDWpidatnJksQ96fdA11-T124s9xS3z9q5bWy4lXQCiCVXtjDw]
2020-09-07 | 16:02:50.486 | http-nio-8080-exec-6 | TRACE | o.h.t.d.sql.BasicBinder   | ID:          | binding parameter [2] as [BIGINT] - [7]
2020-09-07 | 16:02:50.487 | http-nio-8080-exec-6 | TRACE | o.h.t.d.sql.BasicBinder   | ID:          | binding parameter [3] as [BIGINT] - [6]
2020-09-07 | 16:02:50.496 | http-nio-8080-exec-6 | DEBUG | org.hibernate.SQL         | ID:          | 
    select
        userrefres0_.user_refresh_token_id as user_ref1_8_,
        userrefres0_.refresh_token as refresh_2_8_,
        userrefres0_.user_id as user_id3_8_ 
    from
        user_refresh_token userrefres0_ 
    where
        userrefres0_.user_id=?
2020-09-07 | 16:02:50.496 | http-nio-8080-exec-6 | TRACE | o.h.t.d.sql.BasicBinder   | ID:          | binding parameter [1] as [BIGINT] - [7]
2020-09-07 | 16:03:00.934 | riPool-1 housekeeper |  WARN | c.z.h.pool.HikariPool     | ID:          | HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=50s108ms).
2020-09-07 | 16:03:01.174 | http-nio-8080-exec-8 | DEBUG | org.hibernate.SQL         | ID:          | 
    select
        user0_.user_id as user_id1_9_0_,
        user0_.created_date_time as created_2_9_0_,
        user0_.updated_date_time as updated_3_9_0_,
        user0_.email as email4_9_0_,
        user0_.email_verified as email_ve5_9_0_,
        user0_.image_url as image_ur6_9_0_,
        user0_.name as name7_9_0_,
        user0_.password as password8_9_0_,
        user0_.provider as provider9_9_0_,
        user0_.provider_id as provide10_9_0_ 
    from
        users user0_ 
    where
        user0_.user_id=?
2020-09-07 | 16:03:01.174 | http-nio-8080-exec-8 | TRACE | o.h.t.d.sql.BasicBinder   | ID:          | binding parameter [1] as [BIGINT] - [7]
2020-09-07 | 16:03:31.694 | Thread-9             |  INFO | impleBrokerMessageHandler | ID:          | Stopping...
2020-09-07 | 16:03:31.695 | Thread-9             |  INFO | impleBrokerMessageHandler | ID:          | BrokerAvailabilityEvent[available=false, SimpleBrokerMessageHandler [DefaultSubscriptionRegistry[cache[0 destination(s)], registry[0 sessions]]]]
2020-09-07 | 16:03:31.695 | Thread-9             |  INFO | impleBrokerMessageHandler | ID:          | Stopped.
2020-09-07 | 16:03:31.697 | Thread-9             |  INFO | .c.ThreadPoolTaskExecutor | ID:          | Shutting down ExecutorService 'brokerChannelExecutor'
2020-09-07 | 16:03:31.697 | Thread-9             |  INFO | c.ThreadPoolTaskScheduler | ID:          | Shutting down ExecutorService 'messageBrokerTaskScheduler'
2020-09-07 | 16:03:31.699 | Thread-9             |  INFO | .c.ThreadPoolTaskExecutor | ID:          | Shutting down ExecutorService 'clientOutboundChannelExecutor'
2020-09-07 | 16:03:31.700 | Thread-9             |  INFO | .c.ThreadPoolTaskExecutor | ID:          | Shutting down ExecutorService 'clientInboundChannelExecutor'
2020-09-07 | 16:03:31.702 | Thread-9             |  INFO | rEntityManagerFactoryBean | ID:          | Closing JPA EntityManagerFactory for persistence unit 'default'
2020-09-07 | 16:03:31.705 | Thread-9             |  INFO | c.z.h.HikariDataSource    | ID:          | HikariPool-1 - Shutdown initiated...
2020-09-07 | 16:03:31.709 | Thread-9             |  INFO | c.z.h.HikariDataSource    | ID:          | HikariPool-1 - Shutdown completed.
2020-09-07 | 16:03:35.507 | restartedMain        |  INFO | c.s.s.Sprint1Application  | ID:          | Starting Sprint1Application on yeongsamnoui-MacBookPro.local with PID 3950 (/Users/yeongsamno/Desktop/com/soma/recorder/backend/sprint1/build/classes/java/main started by yeongsamno in /Users/yeongsamno/Desktop/com/soma/recorder/backend/sprint1)
2020-09-07 | 16:03:35.509 | restartedMain        |  INFO | c.s.s.Sprint1Application  | ID:          | The following profiles are active: real-db,oauth,jwt,aws,local
2020-09-07 | 16:03:35.545 | restartedMain        |  INFO | ertyDefaultsPostProcessor | ID:          | Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2020-09-07 | 16:03:35.545 | restartedMain        |  INFO | ertyDefaultsPostProcessor | ID:          | For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2020-09-07 | 16:03:36.419 | restartedMain        |  INFO | toryConfigurationDelegate | ID:          | Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2020-09-07 | 16:03:36.492 | restartedMain        |  INFO | toryConfigurationDelegate | ID:          | Finished Spring Data repository scanning in 68ms. Found 6 JPA repository interfaces.
2020-09-07 | 16:03:36.827 | restartedMain        |  INFO | $BeanPostProcessorChecker | ID:          | Bean 'org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler@42c6593a' of type [org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2020-09-07 | 16:03:36.836 | restartedMain        |  INFO | $BeanPostProcessorChecker | ID:          | Bean 'methodSecurityMetadataSource' of type [org.springframework.security.access.method.DelegatingMethodSecurityMetadataSource] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2020-09-07 | 16:03:37.089 | restartedMain        |  INFO | s.b.w.e.t.TomcatWebServer | ID:          | Tomcat initialized with port(s): 8080 (http)
2020-09-07 | 16:03:37.100 | restartedMain        |  INFO | o.a.c.h.Http11NioProtocol | ID:          | Initializing ProtocolHandler ["http-nio-8080"]
2020-09-07 | 16:03:37.108 | restartedMain        |  INFO | o.a.c.c.StandardService   | ID:          | Starting service [Tomcat]
2020-09-07 | 16:03:37.108 | restartedMain        |  INFO | o.a.c.core.StandardEngine | ID:          | Starting Servlet engine: [Apache Tomcat/9.0.36]
2020-09-07 | 16:03:37.228 | restartedMain        |  INFO | o.a.c.c.C.[.[.[/]         | ID:          | Initializing Spring embedded WebApplicationContext
2020-09-07 | 16:03:37.228 | restartedMain        |  INFO | o.s.w.c.ContextLoader     | ID:          | Root WebApplicationContext: initialization completed in 1683 ms
2020-09-07 | 16:03:37.695 | restartedMain        |  INFO | c.z.h.HikariDataSource    | ID:          | HikariPool-1 - Starting...
2020-09-07 | 16:03:38.077 | restartedMain        |  INFO | c.z.h.HikariDataSource    | ID:          | HikariPool-1 - Start completed.
2020-09-07 | 16:03:38.119 | restartedMain        |  INFO | o.h.j.i.util.LogHelper    | ID:          | HHH000204: Processing PersistenceUnitInfo [
	name: default
	...]
2020-09-07 | 16:03:38.170 | restartedMain        |  INFO | org.hibernate.Version     | ID:          | HHH000412: Hibernate Core {5.3.17.Final}
2020-09-07 | 16:03:38.171 | restartedMain        |  INFO | o.h.cfg.Environment       | ID:          | HHH000206: hibernate.properties not found
2020-09-07 | 16:03:38.268 | restartedMain        |  INFO | o.h.a.common.Version      | ID:          | HCANN000001: Hibernate Commons Annotations {5.0.4.Final}
2020-09-07 | 16:03:38.404 | restartedMain        |  INFO | o.h.dialect.Dialect       | ID:          | HHH000400: Using dialect: com.swm.sprint1.config.MysqlCustomDialect
2020-09-07 | 16:03:39.109 | restartedMain        |  INFO | rEntityManagerFactoryBean | ID:          | Initialized JPA EntityManagerFactory for persistence unit 'default'
2020-09-07 | 16:03:40.029 | restartedMain        |  INFO | .c.ThreadPoolTaskExecutor | ID:          | Initializing ExecutorService 'clientInboundChannelExecutor'
2020-09-07 | 16:03:40.035 | restartedMain        |  INFO | .c.ThreadPoolTaskExecutor | ID:          | Initializing ExecutorService 'clientOutboundChannelExecutor'
2020-09-07 | 16:03:40.160 | restartedMain        |  WARN | on$JpaWebMvcConfiguration | ID:          | spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2020-09-07 | 16:03:40.272 | restartedMain        |  INFO | e.w.EndpointLinksResolver | ID:          | Exposing 16 endpoint(s) beneath base path '/actuator'
2020-09-07 | 16:03:40.449 | restartedMain        |  INFO | c.ThreadPoolTaskScheduler | ID:          | Initializing ExecutorService 'messageBrokerTaskScheduler'
2020-09-07 | 16:03:40.491 | restartedMain        |  INFO | WelcomePageHandlerMapping | ID:          | Adding welcome page: class path resource [static/index.html]
2020-09-07 | 16:03:40.524 | restartedMain        |  INFO | efaultSecurityFilterChain | ID:          | Creating filter chain: any request, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@37a74f43, org.springframework.security.web.context.SecurityContextPersistenceFilter@a59478f, org.springframework.security.web.header.HeaderWriterFilter@1b96c9a4, org.springframework.web.filter.CorsFilter@3c6bb6fa, org.springframework.security.web.authentication.logout.LogoutFilter@490d13d2, org.springframework.security.oauth2.client.web.OAuth2AuthorizationRequestRedirectFilter@6629d848, org.springframework.security.oauth2.client.web.OAuth2LoginAuthenticationFilter@3ab9486e, com.swm.sprint1.security.TokenAuthenticationFilter@6ccf5a3a, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@a9f682d, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@148ccbf6, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@1969e971, org.springframework.security.web.session.SessionManagementFilter@c80ef89, org.springframework.security.web.access.ExceptionTranslationFilter@2353fd19, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@1d6b3b50]
2020-09-07 | 16:03:40.539 | restartedMain        |  INFO | .c.ThreadPoolTaskExecutor | ID:          | Initializing ExecutorService 'brokerChannelExecutor'
2020-09-07 | 16:03:40.689 | restartedMain        |  INFO | .OptionalLiveReloadServer | ID:          | LiveReload server is running on port 35729
2020-09-07 | 16:03:40.954 | restartedMain        |  INFO | tationPluginsBootstrapper | ID:          | Context refreshed
2020-09-07 | 16:03:40.964 | restartedMain        |  INFO | tationPluginsBootstrapper | ID:          | Found 1 custom documentation plugin(s)
2020-09-07 | 16:03:40.975 | restartedMain        |  INFO | piListingReferenceScanner | ID:          | Scanning for api listing references
2020-09-07 | 16:03:41.129 | restartedMain        |  INFO | impleBrokerMessageHandler | ID:          | Starting...
2020-09-07 | 16:03:41.130 | restartedMain        |  INFO | impleBrokerMessageHandler | ID:          | BrokerAvailabilityEvent[available=true, SimpleBrokerMessageHandler [DefaultSubscriptionRegistry[cache[0 destination(s)], registry[0 sessions]]]]
2020-09-07 | 16:03:41.130 | restartedMain        |  INFO | impleBrokerMessageHandler | ID:          | Started.
2020-09-07 | 16:03:41.141 | restartedMain        |  INFO | o.a.c.h.Http11NioProtocol | ID:          | Starting ProtocolHandler ["http-nio-8080"]
2020-09-07 | 16:03:41.165 | restartedMain        |  INFO | s.b.w.e.t.TomcatWebServer | ID:          | Tomcat started on port(s): 8080 (http) with context path ''
2020-09-07 | 16:03:41.168 | restartedMain        |  INFO | c.s.s.Sprint1Application  | ID:          | Started Sprint1Application in 6.107 seconds (JVM running for 7.112)
2020-09-07 | 16:03:41.544 | nection(1)-127.0.0.1 |  INFO | o.a.c.c.C.[.[.[/]         | ID:          | Initializing Spring DispatcherServlet 'dispatcherServlet'
2020-09-07 | 16:03:41.544 | nection(1)-127.0.0.1 |  INFO | o.s.w.s.DispatcherServlet | ID:          | Initializing Servlet 'dispatcherServlet'
2020-09-07 | 16:03:41.553 | nection(1)-127.0.0.1 |  INFO | o.s.w.s.DispatcherServlet | ID:          | Completed initialization in 9 ms
2020-09-07 | 16:04:28.825 | http-nio-8080-exec-3 |  INFO | ranslatorFactoryInitiator | ID:          | HHH000397: Using ASTQueryTranslatorFactory
2020-09-07 | 16:04:28.906 | http-nio-8080-exec-3 | DEBUG | org.hibernate.SQL         | ID:          | 
    select
        user0_.user_id as user_id1_9_,
        user0_.created_date_time as created_2_9_,
        user0_.updated_date_time as updated_3_9_,
        user0_.email as email4_9_,
        user0_.email_verified as email_ve5_9_,
        user0_.image_url as image_ur6_9_,
        user0_.name as name7_9_,
        user0_.password as password8_9_,
        user0_.provider as provider9_9_,
        user0_.provider_id as provide10_9_ 
    from
        users user0_ 
    where
        user0_.provider=? 
        and user0_.provider_id=?
2020-09-07 | 16:04:28.956 | http-nio-8080-exec-3 | TRACE | o.h.t.d.sql.BasicBinder   | ID:          | binding parameter [2] as [VARCHAR] - [100252817413004287211]
2020-09-07 | 16:04:29.089 | http-nio-8080-exec-3 | DEBUG | org.hibernate.SQL         | ID:          | 
    select
        userrefres0_.user_refresh_token_id as user_ref1_8_,
        userrefres0_.refresh_token as refresh_2_8_,
        userrefres0_.user_id as user_id3_8_ 
    from
        user_refresh_token userrefres0_ 
    where
        userrefres0_.user_id=?
2020-09-07 | 16:04:29.090 | http-nio-8080-exec-3 | TRACE | o.h.t.d.sql.BasicBinder   | ID:          | binding parameter [1] as [BIGINT] - [7]
2020-09-07 | 16:04:29.146 | http-nio-8080-exec-3 | DEBUG | org.hibernate.SQL         | ID:          | 
    insert 
    into
        user_refresh_token
        (refresh_token, user_id) 
    values
        (?, ?)
2020-09-07 | 16:04:29.146 | http-nio-8080-exec-3 | TRACE | o.h.t.d.sql.BasicBinder   | ID:          | binding parameter [1] as [VARCHAR] - [eyJhbGciOiJIUzUxMiJ9.eyJzdWIiOiI3IiwiaWF0IjoxNTk5NDYyMjY5LCJleHAiOjE1OTk0NjIyNjl9.7qR4WqMEIfVn5mdLJfA7i0tH0yiGdZfi-_WyR5AlALpPOGxfXnZTsQC3TMli8WqfRZW_tO5JazBywaHQz8Cj4A]
2020-09-07 | 16:04:29.147 | http-nio-8080-exec-3 | TRACE | o.h.t.d.sql.BasicBinder   | ID:          | binding parameter [2] as [BIGINT] - [7]
2020-09-07 | 16:04:29.787 | http-nio-8080-exec-4 | DEBUG | org.hibernate.SQL         | ID:          | 
    select
        user0_.user_id as user_id1_9_0_,
        user0_.created_date_time as created_2_9_0_,
        user0_.updated_date_time as updated_3_9_0_,
        user0_.email as email4_9_0_,
        user0_.email_verified as email_ve5_9_0_,
        user0_.image_url as image_ur6_9_0_,
        user0_.name as name7_9_0_,
        user0_.password as password8_9_0_,
        user0_.provider as provider9_9_0_,
        user0_.provider_id as provide10_9_0_ 
    from
        users user0_ 
    where
        user0_.user_id=?
2020-09-07 | 16:04:29.788 | http-nio-8080-exec-4 | TRACE | o.h.t.d.sql.BasicBinder   | ID:          | binding parameter [1] as [BIGINT] - [7]
2020-09-07 | 16:04:35.229 | http-nio-8080-exec-6 | DEBUG | org.hibernate.SQL         | ID:          | 
    select
        user0_.user_id as user_id1_9_,
        user0_.created_date_time as created_2_9_,
        user0_.updated_date_time as updated_3_9_,
        user0_.email as email4_9_,
        user0_.email_verified as email_ve5_9_,
        user0_.image_url as image_ur6_9_,
        user0_.name as name7_9_,
        user0_.password as password8_9_,
        user0_.provider as provider9_9_,
        user0_.provider_id as provide10_9_ 
    from
        users user0_ 
    where
        user0_.provider=? 
        and user0_.provider_id=?
2020-09-07 | 16:04:35.258 | http-nio-8080-exec-6 | TRACE | o.h.t.d.sql.BasicBinder   | ID:          | binding parameter [2] as [VARCHAR] - [100252817413004287211]
2020-09-07 | 16:04:35.337 | http-nio-8080-exec-6 | DEBUG | org.hibernate.SQL         | ID:          | 
    select
        userrefres0_.user_refresh_token_id as user_ref1_8_,
        userrefres0_.refresh_token as refresh_2_8_,
        userrefres0_.user_id as user_id3_8_ 
    from
        user_refresh_token userrefres0_ 
    where
        userrefres0_.user_id=?
2020-09-07 | 16:04:35.338 | http-nio-8080-exec-6 | TRACE | o.h.t.d.sql.BasicBinder   | ID:          | binding parameter [1] as [BIGINT] - [7]
2020-09-07 | 16:04:35.376 | http-nio-8080-exec-6 | DEBUG | org.hibernate.SQL         | ID:          | 
    insert 
    into
        user_refresh_token
        (refresh_token, user_id) 
    values
        (?, ?)
2020-09-07 | 16:04:35.377 | http-nio-8080-exec-6 | TRACE | o.h.t.d.sql.BasicBinder   | ID:          | binding parameter [1] as [VARCHAR] - [eyJhbGciOiJIUzUxMiJ9.eyJzdWIiOiI3IiwiaWF0IjoxNTk5NDYyMjc1LCJleHAiOjE1OTk0NjIyNzV9.ZfCyFZiCIz5Ei0GVcorSqk_peyrUgKuj3AsuBIT1uN6L3wSmYB96aBI9IkGE07w3TotsuCFBHVlRHdowIVWZaQ]
2020-09-07 | 16:04:35.377 | http-nio-8080-exec-6 | TRACE | o.h.t.d.sql.BasicBinder   | ID:          | binding parameter [2] as [BIGINT] - [7]
2020-09-07 | 16:04:35.423 | http-nio-8080-exec-6 | DEBUG | org.hibernate.SQL         | ID:          | 
    update
        user_refresh_token 
    set
        refresh_token=?,
        user_id=? 
    where
        user_refresh_token_id=?
2020-09-07 | 16:04:35.423 | http-nio-8080-exec-6 | TRACE | o.h.t.d.sql.BasicBinder   | ID:          | binding parameter [1] as [VARCHAR] - [eyJhbGciOiJIUzUxMiJ9.eyJzdWIiOiI3IiwiaWF0IjoxNTk5NDYyMjc1LCJleHAiOjE1OTk0NjIyNzV9.ZfCyFZiCIz5Ei0GVcorSqk_peyrUgKuj3AsuBIT1uN6L3wSmYB96aBI9IkGE07w3TotsuCFBHVlRHdowIVWZaQ]
2020-09-07 | 16:04:35.423 | http-nio-8080-exec-6 | TRACE | o.h.t.d.sql.BasicBinder   | ID:          | binding parameter [2] as [BIGINT] - [7]
2020-09-07 | 16:04:35.423 | http-nio-8080-exec-6 | TRACE | o.h.t.d.sql.BasicBinder   | ID:          | binding parameter [3] as [BIGINT] - [8]
2020-09-07 | 16:04:36.032 | http-nio-8080-exec-7 | DEBUG | org.hibernate.SQL         | ID:          | 
    select
        user0_.user_id as user_id1_9_0_,
        user0_.created_date_time as created_2_9_0_,
        user0_.updated_date_time as updated_3_9_0_,
        user0_.email as email4_9_0_,
        user0_.email_verified as email_ve5_9_0_,
        user0_.image_url as image_ur6_9_0_,
        user0_.name as name7_9_0_,
        user0_.password as password8_9_0_,
        user0_.provider as provider9_9_0_,
        user0_.provider_id as provide10_9_0_ 
    from
        users user0_ 
    where
        user0_.user_id=?
2020-09-07 | 16:04:36.032 | http-nio-8080-exec-7 | TRACE | o.h.t.d.sql.BasicBinder   | ID:          | binding parameter [1] as [BIGINT] - [7]
2020-09-07 | 16:04:40.542 | MessageBroker-1      |  INFO | bSocketMessageBrokerStats | ID:          | WebSocketSession[0 current WS(0)-HttpStream(0)-HttpPoll(0), 0 total, 0 closed abnormally (0 connect failure, 0 send limit, 0 transport error)], stompSubProtocol[processed CONNECT(0)-CONNECTED(0)-DISCONNECT(0)], stompBrokerRelay[null], inboundChannel[pool size = 0, active threads = 0, queued tasks = 0, completed tasks = 0], outboundChannel[pool size = 0, active threads = 0, queued tasks = 0, completed tasks = 0], sockJsScheduler[pool size = 1, active threads = 1, queued tasks = 0, completed tasks = 0]
2020-09-07 | 16:05:31.217 | http-nio-8080-exec-9 | DEBUG | org.hibernate.SQL         | ID:          | 
    select
        user0_.user_id as user_id1_9_,
        user0_.created_date_time as created_2_9_,
        user0_.updated_date_time as updated_3_9_,
        user0_.email as email4_9_,
        user0_.email_verified as email_ve5_9_,
        user0_.image_url as image_ur6_9_,
        user0_.name as name7_9_,
        user0_.password as password8_9_,
        user0_.provider as provider9_9_,
        user0_.provider_id as provide10_9_ 
    from
        users user0_ 
    where
        user0_.provider=? 
        and user0_.provider_id=?
2020-09-07 | 16:05:31.258 | http-nio-8080-exec-9 | TRACE | o.h.t.d.sql.BasicBinder   | ID:          | binding parameter [2] as [VARCHAR] - [100252817413004287211]
2020-09-07 | 16:05:31.345 | http-nio-8080-exec-9 | DEBUG | org.hibernate.SQL         | ID:          | 
    select
        userrefres0_.user_refresh_token_id as user_ref1_8_,
        userrefres0_.refresh_token as refresh_2_8_,
        userrefres0_.user_id as user_id3_8_ 
    from
        user_refresh_token userrefres0_ 
    where
        userrefres0_.user_id=?
2020-09-07 | 16:05:31.345 | http-nio-8080-exec-9 | TRACE | o.h.t.d.sql.BasicBinder   | ID:          | binding parameter [1] as [BIGINT] - [7]
2020-09-07 | 16:05:31.476 | http-nio-8080-exec-9 | ERROR | [.[.[.[dispatcherServlet] | ID:          | Servlet.service() for servlet [dispatcherServlet] in context with path [] threw exception
org.springframework.dao.IncorrectResultSizeDataAccessException: query did not return a unique result: 2; nested exception is javax.persistence.NonUniqueResultException: query did not return a unique result: 2
	at org.springframework.orm.jpa.EntityManagerFactoryUtils.convertJpaAccessExceptionIfPossible(EntityManagerFactoryUtils.java:385)
	at org.springframework.orm.jpa.vendor.HibernateJpaDialect.translateExceptionIfPossible(HibernateJpaDialect.java:256)
	at org.springframework.orm.jpa.AbstractEntityManagerFactoryBean.translateExceptionIfPossible(AbstractEntityManagerFactoryBean.java:528)
	at org.springframework.dao.support.ChainedPersistenceExceptionTranslator.translateExceptionIfPossible(ChainedPersistenceExceptionTranslator.java:61)
	at org.springframework.dao.support.DataAccessUtils.translateIfNecessary(DataAccessUtils.java:242)
	at org.springframework.dao.support.PersistenceExceptionTranslationInterceptor.invoke(PersistenceExceptionTranslationInterceptor.java:153)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:186)
	at org.springframework.data.jpa.repository.support.CrudMethodMetadataPostProcessor$CrudMethodMetadataPopulatingMethodInterceptor.invoke(CrudMethodMetadataPostProcessor.java:144)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:186)
	at org.springframework.data.jpa.repository.support.CrudMethodMetadataPostProcessor$ExposeRepositoryInvocationInterceptor.invoke(CrudMethodMetadataPostProcessor.java:364)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:186)
	at org.springframework.aop.interceptor.ExposeInvocationInterceptor.invoke(ExposeInvocationInterceptor.java:93)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:186)
